ID,Player,Seasons_played,Pos_PG_1_5,Pos_SG_1_5,Pos_SF_1_5,Pos_PF_1_5,Pos_C_1_5,G_1_5,GS_1_5,MP_1_5,FG_1_5,FGA_1_5,FG%_1_5,3P_1_5,3PA_1_5,3P%_1_5,2P_1_5,2PA_1_5,2P%_1_5,eFG%_1_5,FT_1_5,FTA_1_5,FT%_1_5,ORB_1_5,DRB_1_5,TRB_1_5,AST_1_5,STL_1_5,BLK_1_5,TOV_1_5,PF_1_5,PTS_1_5,PER_1_5,TS%_1_5,3PAr_1_5,FTr_1_5,ORB%_1_5,DRB%_1_5,TRB%_1_5,AST%_1_5,STL%_1_5,BLK%_1_5,TOV%_1_5,USG%_1_5,OWS_1_5,DWS_1_5,WS_1_5,WS/48_1_5,OBPM_1_5,DBPM_1_5,BPM_1_5,VORP_1_5,Trp-Dbl_1_5,MVP_1_5,NBA1_1_5,NBA2_1_5,NBA3_1_5,AS_1_5,MIP_1_5,ROY_1_5,MVP_Top5_1_5,Player_class
63,Grayson Allen,6,0,1,0,0,0,60.2,48.6,26.46,3.68,8.06,0.454,2.14,5.22,0.413,1.52,2.86,0.527,0.587,1.38,1.58,0.877,0.5,2.68,3.2,2.08,0.74,0.28,0.98,1.6,10.86,12.72,0.619,0.643,0.194,0.021,0.107,0.065,0.104,0.013,0.008,0.098,0.157,2.52,1.48,4.02,0.11,0.16,-0.1,0.06,0.96,0.0,0,0,0,0,0,0,0,0,bench
64,Jarrett Allen,8,0,0,0,0,1,68.2,55.2,26.92,4.62,7.32,0.625,0.06,0.28,0.176,4.56,7.06,0.641,0.628,2.52,3.64,0.706,2.8,6.02,8.84,1.4,0.56,1.34,1.36,1.96,11.82,19.96,0.658,0.037,0.494,0.112,0.236,0.174,0.078,0.01,0.043,0.133,0.164,4.4,2.56,6.98,0.184,0.94,0.7,1.62,1.7,0.0,0,0,0,0,1,0,0,0,starter
67,Lavoy Allen,6,0,0,0,1,0,65.4,16.4,18.0,2.24,4.76,0.472,0.0,0.04,0.031,2.22,4.72,0.475,0.473,0.48,0.7,0.699,1.8,3.1,4.9,1.0,0.3,0.56,0.68,1.9,5.0,12.8,0.491,0.009,0.147,0.109,0.194,0.151,0.086,0.009,0.025,0.117,0.144,0.96,1.48,2.42,0.1,-2.12,0.1,-2.02,-0.04,0.0,0,0,0,0,0,0,0,0,bench
69,Malik Allen,7,0,0,0,1,0,55.0,20.2,16.14,2.46,5.62,0.445,0.0,0.02,0.2,2.46,5.6,0.445,0.445,0.68,0.86,0.784,1.04,2.0,3.06,0.46,0.34,0.56,0.74,1.86,5.62,11.3,0.473,0.003,0.153,0.076,0.145,0.11,0.048,0.011,0.026,0.103,0.192,-0.28,1.2,0.94,0.062,-3.1,-0.08,-3.22,-0.4,0.0,0,0,0,0,0,0,0,0,bench
71,Ray Allen,18,0,1,0,0,0,75.6,75.4,36.2,6.66,14.76,0.449,1.82,4.6,0.394,4.8,10.14,0.473,0.51,3.74,4.28,0.875,1.2,3.34,4.54,3.78,1.24,0.14,2.42,2.52,18.82,18.64,0.565,0.312,0.288,0.041,0.109,0.075,0.179,0.018,0.004,0.128,0.24,6.54,1.62,8.18,0.142,3.32,-0.84,2.48,3.16,1.0,0,0,0,1,2,0,0,0,all-star
73,Tony Allen,13,0,1,0,0,0,56.4,14.8,19.52,2.84,5.92,0.475,0.18,0.7,0.298,2.62,5.22,0.499,0.492,2.04,2.7,0.751,0.76,1.92,2.68,1.34,1.1,0.38,1.56,2.28,7.9,13.64,0.552,0.115,0.45,0.047,0.114,0.081,0.114,0.029,0.015,0.176,0.202,0.46,1.66,2.12,0.095,-1.8,1.42,-0.38,0.4,0.0,0,0,0,0,0,0,0,0,starter
80,Rafer Alston,9,1,0,0,0,0,64.4,36.0,27.4,3.44,8.82,0.386,1.38,3.88,0.365,2.06,4.98,0.401,0.464,1.3,1.76,0.701,0.4,2.38,2.8,4.92,1.18,0.16,1.76,2.36,9.56,14.22,0.49,0.43,0.189,0.018,0.103,0.06,0.316,0.024,0.005,0.158,0.194,1.62,1.72,3.34,0.079,0.1,-0.1,-0.02,1.08,0.0,0,0,0,0,0,0,0,0,starter
85,Al-Farouq Aminu,9,0,0,1,0,0,75.4,34.8,22.32,2.44,5.54,0.433,0.32,1.02,0.27,2.14,4.54,0.467,0.461,1.18,1.66,0.728,1.44,3.84,5.3,1.06,0.94,0.56,1.2,1.86,6.34,12.3,0.504,0.193,0.3,0.076,0.196,0.136,0.072,0.023,0.021,0.159,0.155,0.4,1.88,2.32,0.065,-1.7,0.72,-1.0,0.46,0.0,0,0,0,0,0,0,0,0,starter
96,Derek Anderson,10,0,1,0,0,0,64.0,38.6,29.9,4.26,10.28,0.413,0.84,2.46,0.317,3.44,7.84,0.436,0.453,3.74,4.36,0.859,0.84,2.52,3.36,3.48,1.3,0.16,1.98,2.04,13.14,16.26,0.536,0.24,0.433,0.032,0.099,0.066,0.209,0.023,0.003,0.141,0.219,3.24,1.98,5.18,0.124,1.08,0.38,1.44,1.72,1.0,0,0,0,0,0,0,0,0,starter
99,Greg Anderson,8,0,0,0,1,0,74.8,42.6,24.54,4.06,8.38,0.479,0.0,0.02,0.04,4.06,8.38,0.481,0.48,1.86,3.34,0.56,2.5,4.9,7.38,0.66,0.8,1.04,1.78,2.74,10.0,12.86,0.502,0.004,0.402,0.104,0.228,0.163,0.036,0.015,0.025,0.159,0.188,-0.08,2.16,2.08,0.047,-2.6,-0.98,-3.6,-0.6,0.0,0,0,0,0,0,0,0,0,bench
104,Kenny Anderson,14,1,0,0,0,0,68.4,56.8,32.6,5.48,13.24,0.412,0.64,2.02,0.301,4.82,11.22,0.427,0.437,3.44,4.32,0.79,0.9,2.38,3.28,7.74,1.52,0.18,2.54,2.26,15.1,17.02,0.493,0.149,0.318,0.031,0.082,0.056,0.371,0.025,0.004,0.145,0.231,3.3,2.08,5.38,0.104,1.8,-0.04,1.74,2.36,5.0,0,0,0,0,1,0,0,0,starter
106,Kyle Anderson,10,0,0,1,0,0,66.8,32.0,21.32,2.4,4.78,0.491,0.26,0.8,0.316,2.18,4.0,0.526,0.518,0.9,1.32,0.699,0.78,3.5,4.3,2.2,1.04,0.62,0.98,1.58,5.92,13.32,0.548,0.165,0.271,0.039,0.183,0.112,0.143,0.024,0.023,0.153,0.132,1.1,2.42,3.52,0.12,-1.32,2.8,1.48,1.26,1.0,0,0,0,0,0,0,0,0,starter
108,Nick Anderson,11,0,1,0,0,0,74.2,53.4,31.72,6.4,13.74,0.47,0.6,1.9,0.276,5.8,11.84,0.494,0.491,2.82,4.06,0.691,1.42,4.12,5.54,2.54,1.38,0.54,1.9,2.06,16.24,16.12,0.526,0.132,0.297,0.051,0.143,0.097,0.124,0.021,0.01,0.112,0.227,2.52,2.26,4.76,0.091,1.02,0.14,1.16,2.02,1.0,0,0,0,0,0,0,0,0,starter
111,Ryan Anderson,10,0,0,0,1,0,67.0,26.6,23.96,3.96,9.36,0.424,1.92,5.06,0.381,2.02,4.28,0.478,0.528,1.7,1.98,0.849,2.16,3.34,5.5,0.86,0.58,0.38,0.96,2.08,11.6,18.0,0.567,0.543,0.221,0.102,0.168,0.135,0.063,0.013,0.013,0.091,0.217,3.94,1.56,5.48,0.162,3.16,-0.8,2.36,1.84,0.0,0,0,0,0,0,1,0,0,starter
112,Shandon Anderson,10,0,1,0,0,0,72.2,33.6,23.88,3.3,7.0,0.473,0.48,1.34,0.339,2.84,5.62,0.503,0.504,1.72,2.34,0.727,0.96,2.44,3.4,1.64,0.84,0.28,1.5,2.0,8.74,12.92,0.545,0.18,0.334,0.054,0.115,0.086,0.106,0.018,0.008,0.156,0.186,1.72,1.56,3.24,0.087,-0.78,-0.22,-1.0,0.6,0.0,0,0,0,0,0,0,0,0,bench
113,Willie Anderson,8,0,1,0,0,0,66.6,59.4,30.04,5.6,11.84,0.466,0.08,0.46,0.203,5.5,11.38,0.477,0.471,2.04,2.6,0.776,1.1,3.14,4.22,4.24,1.14,0.64,2.3,2.74,13.32,13.46,0.505,0.04,0.212,0.038,0.112,0.076,0.209,0.017,0.012,0.154,0.207,1.26,2.62,3.88,0.072,-0.76,0.52,-0.22,1.42,1.0,0,0,0,0,0,0,0,0,bench
120,Giannis Antetokounmpo,12,0,0,1,0,0,78.6,65.6,32.72,6.28,12.42,0.492,0.44,1.52,0.268,5.86,10.92,0.521,0.513,4.22,5.64,0.736,1.5,6.02,7.52,3.8,1.2,1.3,2.44,2.94,17.24,19.56,0.567,0.138,0.455,0.053,0.208,0.13,0.191,0.018,0.034,0.15,0.233,4.54,3.22,7.76,0.137,1.58,1.02,2.62,3.26,9.0,0,0,2,0,2,1,0,0,all-star
123,Carmelo Anthony,18,0,0,1,0,0,75.8,75.8,36.54,8.86,19.12,0.461,0.66,2.2,0.291,8.2,16.92,0.483,0.478,6.28,7.86,0.795,2.02,3.98,6.02,3.06,1.14,0.46,3.12,3.02,24.58,19.9,0.544,0.117,0.413,0.063,0.123,0.093,0.153,0.015,0.009,0.122,0.307,4.64,2.54,7.18,0.124,2.24,-1.26,1.02,2.12,1.0,0,0,0,2,2,0,0,0,all-star
125,Greg Anthony,11,1,0,0,0,0,72.4,28.4,22.7,2.82,6.9,0.406,0.6,1.9,0.254,2.22,5.0,0.45,0.448,1.76,2.36,0.75,0.4,1.58,2.0,4.72,1.24,0.16,1.5,1.94,8.02,14.18,0.5,0.271,0.335,0.021,0.078,0.05,0.317,0.028,0.005,0.16,0.183,1.44,2.56,4.0,0.118,-0.12,1.72,1.56,1.5,0.0,0,0,0,0,0,0,0,0,starter
128,OG Anunoby,8,0,0,1,0,0,60.2,45.4,27.88,4.24,9.1,0.47,1.62,4.34,0.371,2.64,4.76,0.567,0.561,1.16,1.62,0.691,1.1,3.28,4.34,1.56,1.16,0.48,1.18,2.34,11.3,12.64,0.577,0.486,0.176,0.042,0.125,0.083,0.077,0.02,0.016,0.11,0.164,1.42,2.1,3.5,0.102,-0.64,0.64,-0.02,0.88,0.0,0,0,0,0,0,0,0,0,starter
136,Gilbert Arenas,8,1,0,0,0,0,68.8,64.8,36.08,6.78,15.82,0.431,1.9,5.22,0.36,4.88,10.62,0.463,0.489,5.22,6.58,0.79,0.96,3.1,4.06,5.24,1.72,0.24,3.28,3.1,20.72,19.34,0.552,0.323,0.412,0.03,0.097,0.063,0.26,0.025,0.005,0.154,0.26,5.84,1.56,7.38,0.129,2.96,-0.54,2.4,3.18,3.0,0,0,0,2,2,1,0,0,starter
137,Trevor Ariza,17,0,0,1,0,0,62.2,10.4,19.44,2.52,5.32,0.472,0.16,0.64,0.206,2.32,4.66,0.496,0.487,1.54,2.32,0.657,1.3,2.42,3.72,1.28,1.1,0.26,1.06,1.88,6.76,14.58,0.53,0.105,0.461,0.079,0.146,0.113,0.101,0.029,0.011,0.142,0.17,1.12,1.72,2.86,0.109,-0.4,1.5,1.1,1.0,0.0,0,0,0,0,0,0,0,0,starter
140,B.J. Armstrong,10,1,0,0,0,0,81.8,31.8,24.82,4.18,8.66,0.484,0.42,0.98,0.46,3.76,7.68,0.489,0.506,1.48,1.72,0.856,0.26,1.44,1.76,3.46,0.78,0.08,1.2,1.54,10.28,14.0,0.543,0.098,0.194,0.014,0.071,0.043,0.2,0.016,0.002,0.12,0.185,3.32,1.74,5.08,0.114,-0.12,-0.64,-0.76,0.76,0.0,0,0,0,0,1,0,0,0,bench
150,Carlos Arroyo,7,1,0,0,0,0,70.4,22.4,20.62,2.94,6.8,0.43,0.28,0.88,0.312,2.66,5.94,0.448,0.45,1.76,2.2,0.805,0.4,1.5,1.9,3.66,0.58,0.06,1.46,1.8,7.92,14.18,0.509,0.125,0.328,0.024,0.088,0.056,0.304,0.016,0.002,0.159,0.207,1.66,1.14,2.8,0.093,-0.22,-0.62,-0.84,0.48,0.0,0,0,0,0,0,0,0,0,bench
154,Ömer Aşık,6,0,0,0,0,1,70.8,35.8,20.62,2.22,4.2,0.53,0.0,0.0,0.0,2.22,4.2,0.53,0.53,1.38,2.52,0.544,2.4,5.3,7.68,0.64,0.4,0.86,1.28,2.04,5.82,13.92,0.548,0.0,0.677,0.135,0.275,0.207,0.047,0.01,0.034,0.206,0.138,1.28,2.38,3.64,0.122,-1.94,0.56,-1.36,0.24,0.0,0,0,0,0,0,0,0,0,bench
155,Vincent Askew,6,0,1,0,0,0,74.6,4.0,20.9,2.9,5.88,0.493,0.18,0.62,0.259,2.72,5.28,0.515,0.508,1.86,2.46,0.746,0.9,1.72,2.62,2.28,0.68,0.24,1.1,2.1,7.84,13.44,0.561,0.097,0.423,0.053,0.095,0.074,0.152,0.017,0.008,0.138,0.165,2.58,1.52,4.1,0.125,0.22,0.18,0.4,0.94,0.0,0,0,0,0,0,0,0,0,bench
156,Keith Askins,6,0,0,1,0,0,66.2,10.8,18.6,1.64,4.0,0.41,0.66,1.82,0.354,0.98,2.18,0.441,0.489,0.56,0.76,0.739,1.3,2.1,3.42,0.88,0.62,0.4,0.74,2.42,4.52,9.88,0.517,0.437,0.194,0.084,0.133,0.108,0.068,0.018,0.016,0.144,0.123,0.9,1.64,2.54,0.089,-1.58,0.96,-0.62,0.54,0.0,0,0,0,0,0,0,0,0,bench
159,Chucky Atkins,9,1,0,0,0,0,74.2,33.6,24.7,3.76,9.12,0.409,1.3,3.6,0.362,2.44,5.5,0.44,0.482,1.02,1.4,0.736,0.26,1.44,1.72,3.46,0.68,0.06,1.54,1.9,9.82,12.66,0.505,0.404,0.155,0.013,0.066,0.04,0.246,0.015,0.002,0.14,0.207,1.48,1.44,2.9,0.075,-0.1,-1.0,-1.1,0.46,0.0,0,0,0,0,0,0,0,0,bench
162,Stacey Augmon,14,0,1,0,0,0,78.0,71.0,30.42,5.22,10.68,0.489,0.02,0.14,0.166,5.18,10.56,0.492,0.49,3.28,4.42,0.738,2.06,2.48,4.5,2.3,1.44,0.4,2.0,2.12,13.74,15.88,0.544,0.011,0.415,0.074,0.094,0.083,0.118,0.024,0.009,0.136,0.207,3.02,2.54,5.56,0.111,0.24,0.32,0.56,1.54,0.0,0,0,0,0,0,0,0,0,bench
163,D.J. Augustin,14,1,0,0,0,0,71.6,29.4,24.78,3.18,7.94,0.392,1.2,3.18,0.372,1.98,4.76,0.402,0.472,2.16,2.44,0.858,0.32,1.54,1.84,4.12,0.62,0.02,1.54,1.52,9.68,13.42,0.533,0.433,0.314,0.015,0.072,0.043,0.272,0.013,0.002,0.147,0.193,2.34,1.16,3.48,0.092,0.32,-0.98,-0.64,0.7,0.0,0,0,0,0,0,0,0,0,bench
176,Deandre Ayton,7,0,0,0,0,1,60.6,59.2,30.76,7.4,12.48,0.596,0.08,0.28,0.218,7.34,12.22,0.604,0.599,1.96,2.58,0.755,3.1,7.4,10.5,1.64,0.7,1.02,1.76,2.8,16.82,20.52,0.62,0.022,0.211,0.111,0.267,0.189,0.086,0.011,0.029,0.114,0.215,3.66,2.5,6.16,0.158,1.26,-0.16,1.1,1.44,0.0,0,0,0,0,0,0,0,0,starter
180,Luke Babbitt,6,0,0,1,0,0,56.0,18.2,14.42,1.8,4.26,0.416,1.04,2.52,0.422,0.74,1.74,0.408,0.545,0.36,0.46,0.763,0.3,2.02,2.32,0.58,0.26,0.14,0.48,1.42,4.98,10.34,0.559,0.612,0.099,0.024,0.162,0.092,0.059,0.009,0.007,0.095,0.154,0.68,0.5,1.18,0.07,-1.06,-0.88,-1.92,0.02,0.0,0,0,0,0,0,0,0,0,bench
188,John Bagley,9,1,0,0,0,0,75.0,46.2,25.74,3.8,8.68,0.438,0.1,0.52,0.155,3.68,8.12,0.452,0.444,1.66,2.12,0.785,0.68,2.16,2.82,6.04,1.26,0.1,2.38,1.58,9.38,13.56,0.488,0.058,0.245,0.027,0.092,0.059,0.316,0.023,0.002,0.201,0.194,0.42,1.74,2.18,0.045,-0.4,-0.28,-0.7,0.82,2.0,0,0,0,0,0,0,0,0,bench
194,James Bailey,7,0,0,0,1,0,69.4,20.6,20.42,3.66,7.58,0.482,0.0,0.02,0.0,3.66,7.56,0.483,0.482,2.08,2.96,0.696,1.8,3.56,5.4,0.86,0.54,0.78,1.86,3.6,9.4,12.98,0.526,0.003,0.383,0.097,0.2,0.147,0.063,0.012,0.023,0.174,0.211,0.2,1.76,1.94,0.068,-2.86,-0.14,-2.98,-0.36,0.0,0,0,0,0,0,0,0,0,bench
195,Thurl Bailey,12,0,0,0,1,0,81.2,29.4,29.08,5.86,12.36,0.478,0.0,0.02,0.267,5.86,12.32,0.479,0.478,2.56,3.12,0.811,1.7,4.3,6.02,1.68,0.54,1.36,1.76,2.26,14.34,14.56,0.522,0.002,0.245,0.064,0.153,0.11,0.084,0.008,0.026,0.116,0.212,1.36,3.22,4.58,0.091,-0.6,0.06,-0.54,0.94,0.0,0,0,0,0,0,0,0,0,bench
203,Vin Baker,11,0,0,0,1,0,81.2,77.4,37.82,7.36,14.64,0.504,0.08,0.36,0.224,7.3,14.28,0.51,0.507,3.66,5.84,0.622,3.4,5.8,9.22,2.56,0.92,1.26,2.5,3.28,18.5,18.32,0.536,0.022,0.406,0.107,0.186,0.146,0.117,0.013,0.025,0.128,0.235,4.16,2.82,7.02,0.11,1.08,-0.66,0.42,1.9,1.0,0,0,1,1,4,0,0,0,bench
209,Lonzo Ball,6,1,0,0,0,0,50.4,47.8,32.6,4.42,11.0,0.401,2.36,6.52,0.362,2.02,4.54,0.45,0.509,0.64,1.12,0.593,1.02,4.68,5.7,6.08,1.58,0.66,2.48,2.2,11.9,13.4,0.515,0.585,0.101,0.035,0.153,0.094,0.255,0.023,0.017,0.178,0.181,0.4,1.86,2.28,0.068,0.02,1.08,1.1,1.24,8.0,0,0,0,0,0,0,0,0,bench
212,Mo Bamba,6,0,0,0,0,1,55.0,16.4,17.54,2.86,5.98,0.476,0.86,2.46,0.347,1.98,3.54,0.561,0.547,0.78,1.14,0.677,1.6,4.08,5.68,0.88,0.36,1.34,0.82,2.14,7.36,16.78,0.564,0.405,0.203,0.096,0.253,0.173,0.078,0.01,0.069,0.113,0.181,0.94,1.6,2.54,0.123,-0.84,0.92,0.06,0.54,0.0,0,0,0,0,0,0,0,0,starter
215,Gene Banks,6,0,0,1,0,0,81.0,45.0,27.8,4.64,8.64,0.54,0.0,0.1,0.1,4.64,8.58,0.545,0.54,2.26,3.14,0.724,2.22,3.74,5.96,2.88,0.96,0.22,1.78,2.76,11.6,15.36,0.58,0.012,0.376,0.088,0.145,0.117,0.136,0.016,0.004,0.153,0.17,3.98,1.54,5.5,0.116,1.18,-0.38,0.84,1.68,1.0,0,0,0,0,0,0,0,0,starter
223,Leandro Barbosa,13,0,1,0,0,0,70.4,18.6,25.76,4.58,9.72,0.468,1.58,3.84,0.406,3.0,5.86,0.51,0.549,1.62,2.02,0.798,0.42,1.96,2.4,2.76,0.94,0.14,1.58,2.42,12.34,14.96,0.577,0.399,0.2,0.02,0.082,0.053,0.163,0.019,0.004,0.141,0.208,2.94,1.3,4.24,0.103,0.38,-0.28,0.1,1.18,0.0,0,0,0,0,0,0,0,0,starter
225,J.J. Barea,11,1,0,0,0,0,70.6,9.6,21.8,3.6,8.46,0.428,0.96,2.7,0.356,2.64,5.74,0.46,0.484,1.36,1.7,0.801,0.38,1.96,2.34,4.06,0.44,0.04,1.76,1.6,9.5,14.0,0.518,0.315,0.198,0.019,0.102,0.061,0.307,0.011,0.001,0.159,0.227,1.14,1.0,2.14,0.067,0.26,-1.24,-0.98,0.4,1.0,0,0,0,0,0,0,0,0,starter
226,Andrea Bargnani,10,0,0,0,1,0,73.4,52.0,30.22,5.58,12.66,0.436,1.38,3.72,0.369,4.2,8.92,0.465,0.494,2.6,3.2,0.818,0.94,3.92,4.86,1.22,0.4,0.92,1.64,2.74,15.16,13.98,0.537,0.313,0.248,0.037,0.152,0.095,0.066,0.007,0.023,0.107,0.237,1.44,1.3,2.78,0.059,-0.32,-1.36,-1.7,0.26,0.0,0,0,0,0,0,0,0,0,bench
229,Charles Barkley,16,0,0,0,1,0,77.8,72.2,36.9,7.82,13.52,0.575,0.3,1.32,0.218,7.52,12.24,0.611,0.586,6.28,8.48,0.737,4.64,7.42,12.08,3.6,1.62,1.24,3.72,3.68,22.22,24.08,0.639,0.089,0.614,0.143,0.226,0.185,0.149,0.021,0.02,0.18,0.233,8.78,3.86,12.62,0.209,4.88,0.82,5.68,5.68,8.0,0,2,2,0,3,0,0,1,all-star
233,Harrison Barnes,13,0,0,1,0,0,77.2,65.0,29.68,4.58,10.06,0.451,0.94,2.56,0.369,3.6,7.48,0.48,0.501,1.88,2.4,0.764,1.06,3.66,4.7,1.48,0.7,0.22,1.08,1.84,11.94,12.56,0.537,0.27,0.246,0.04,0.134,0.088,0.075,0.013,0.005,0.092,0.181,2.12,2.34,4.44,0.094,-0.68,-0.4,-1.06,0.52,0.0,0,0,0,0,0,0,0,0,starter
237,Matt Barnes,14,0,0,0,1,0,57.2,12.8,18.06,2.12,4.8,0.446,0.48,1.48,0.248,1.62,3.3,0.496,0.481,0.9,1.28,0.694,1.18,2.5,3.66,1.42,0.7,0.28,1.06,2.08,5.58,11.58,0.517,0.244,0.307,0.074,0.153,0.113,0.11,0.019,0.011,0.171,0.151,0.72,0.88,1.62,0.065,-1.52,-0.02,-1.56,0.3,0.0,0,0,0,0,0,0,0,0,bench
251,RJ Barrett,6,0,1,0,0,0,65.8,65.6,33.08,6.64,15.22,0.436,1.62,4.64,0.347,5.04,10.58,0.475,0.488,3.48,4.9,0.706,0.88,4.5,5.4,2.94,0.64,0.28,2.14,2.3,18.34,13.42,0.527,0.303,0.323,0.029,0.15,0.089,0.141,0.01,0.008,0.11,0.255,0.3,1.88,2.2,0.045,-0.92,-1.3,-2.2,-0.08,0.0,0,0,0,0,0,0,0,0,starter
