ID,Player,Seasons_played,Pos_PG_1_1,Pos_SG_1_1,Pos_SF_1_1,Pos_PF_1_1,Pos_C_1_1,G_1_1,GS_1_1,MP_1_1,FG_1_1,FGA_1_1,FG%_1_1,3P_1_1,3PA_1_1,3P%_1_1,2P_1_1,2PA_1_1,2P%_1_1,eFG%_1_1,FT_1_1,FTA_1_1,FT%_1_1,ORB_1_1,DRB_1_1,TRB_1_1,AST_1_1,STL_1_1,BLK_1_1,TOV_1_1,PF_1_1,PTS_1_1,PER_1_1,TS%_1_1,3PAr_1_1,FTr_1_1,ORB%_1_1,DRB%_1_1,TRB%_1_1,AST%_1_1,STL%_1_1,BLK%_1_1,TOV%_1_1,USG%_1_1,OWS_1_1,DWS_1_1,WS_1_1,WS/48_1_1,OBPM_1_1,DBPM_1_1,BPM_1_1,VORP_1_1,Trp-Dbl_1_1,MVP_1_1,NBA1_1_1,NBA2_1_1,NBA3_1_1,AS_1_1,MIP_1_1,ROY_1_1,MVP_Top5_1_1,Player_class
63,Grayson Allen,6,0,1,0,0,0,38.0,0.0,18.9,3.1,6.6,0.466,1.5,3.7,0.404,1.6,2.9,0.545,0.58,1.0,1.2,0.867,0.2,2.0,2.2,1.4,0.3,0.1,0.9,1.4,8.7,12.0,0.609,0.562,0.179,0.012,0.111,0.062,0.1,0.007,0.002,0.109,0.176,0.8,0.4,1.2,0.082,-0.1,-1.2,-1.3,0.1,0.0,0,0,0,0,0,0,0,0,bench
64,Jarrett Allen,8,0,0,0,0,1,72.0,31.0,20.0,3.3,5.5,0.589,0.1,0.2,0.333,3.2,5.3,0.599,0.596,1.6,2.0,0.776,2.0,3.4,5.4,0.7,0.4,1.2,1.1,2.0,8.2,17.5,0.636,0.038,0.37,0.105,0.181,0.143,0.054,0.009,0.046,0.151,0.163,2.7,1.5,4.2,0.141,-0.9,0.1,-0.8,0.5,0.0,0,0,0,0,0,0,0,0,starter
67,Lavoy Allen,6,0,0,0,1,0,41.0,15.0,15.2,1.9,4.1,0.473,0.0,0.0,0.0,1.9,4.1,0.473,0.473,0.3,0.3,0.786,1.1,3.0,4.2,0.8,0.3,0.4,0.5,1.8,4.1,12.7,0.488,0.0,0.084,0.083,0.222,0.152,0.084,0.011,0.022,0.104,0.145,0.4,1.2,1.6,0.124,-2.8,1.0,-1.7,0.0,0.0,0,0,0,0,0,0,0,0,bench
69,Malik Allen,7,0,0,0,1,0,80.0,73.0,29.0,4.2,9.9,0.424,0.0,0.1,0.0,4.2,9.8,0.426,0.424,1.2,1.5,0.802,1.7,3.6,5.3,0.7,0.5,1.0,1.6,2.9,9.6,9.9,0.455,0.005,0.153,0.065,0.149,0.106,0.044,0.009,0.026,0.132,0.197,-1.7,2.6,0.9,0.018,-3.9,-0.4,-4.4,-1.4,0.0,0,0,0,0,0,0,0,0,bench
71,Ray Allen,18,0,1,0,0,0,82.0,81.0,30.9,4.8,11.1,0.43,1.4,3.6,0.393,3.3,7.4,0.448,0.494,2.5,3.0,0.823,1.2,2.8,4.0,2.6,0.9,0.1,1.8,2.7,13.4,14.6,0.541,0.328,0.274,0.047,0.11,0.079,0.139,0.016,0.003,0.128,0.214,3.3,1.5,4.9,0.092,0.8,-0.9,-0.1,1.2,0.0,0,0,0,0,0,0,0,0,all-star
73,Tony Allen,13,0,1,0,0,0,77.0,34.0,16.4,2.4,5.0,0.475,0.2,0.4,0.387,2.2,4.6,0.483,0.491,1.5,2.0,0.737,1.1,1.8,2.9,0.8,1.0,0.3,1.0,2.0,6.4,14.7,0.542,0.08,0.393,0.08,0.123,0.102,0.082,0.031,0.014,0.145,0.189,1.2,1.6,2.7,0.103,-0.7,0.8,0.1,0.7,0.0,0,0,0,0,0,0,0,0,starter
80,Rafer Alston,9,1,0,0,0,0,50.0,7.0,12.0,1.3,3.8,0.346,0.5,1.4,0.38,0.8,2.4,0.325,0.416,0.4,0.6,0.621,0.2,1.2,1.4,2.9,0.6,0.0,0.8,0.8,3.5,13.9,0.434,0.372,0.152,0.02,0.114,0.069,0.364,0.028,0.002,0.164,0.19,0.3,0.5,0.7,0.059,-0.3,-0.3,-0.7,0.2,0.0,0,0,0,0,0,0,0,0,starter
85,Al-Farouq Aminu,9,0,0,1,0,0,81.0,14.0,17.9,2.0,5.0,0.394,0.6,1.8,0.315,1.4,3.2,0.437,0.45,1.1,1.5,0.773,0.9,2.4,3.3,0.7,0.7,0.3,1.3,1.5,5.6,9.6,0.499,0.352,0.293,0.061,0.154,0.108,0.064,0.021,0.013,0.183,0.173,-0.8,1.4,0.7,0.022,-2.7,-0.1,-2.8,-0.3,0.0,0,0,0,0,0,0,0,0,starter
96,Derek Anderson,10,0,0,1,0,0,66.0,13.0,27.9,3.6,8.9,0.408,0.3,1.3,0.202,3.4,7.6,0.442,0.422,4.2,4.8,0.873,0.8,2.0,2.8,3.4,1.3,0.2,1.9,2.1,11.7,15.3,0.531,0.143,0.538,0.037,0.087,0.062,0.213,0.025,0.005,0.15,0.214,2.6,2.8,5.3,0.139,0.3,1.4,1.7,1.7,0.0,0,0,0,0,0,0,0,0,starter
99,Greg Anderson,8,0,0,0,1,0,82.0,45.0,24.2,4.6,9.2,0.501,0.0,0.1,0.2,4.6,9.2,0.503,0.502,2.4,4.0,0.604,2.0,4.3,6.3,1.0,0.7,1.5,1.7,2.8,11.7,14.7,0.531,0.007,0.434,0.087,0.194,0.14,0.053,0.013,0.034,0.137,0.208,0.8,1.5,2.3,0.056,-1.6,-1.1,-2.7,-0.4,0.0,0,0,0,0,0,0,0,0,bench
104,Kenny Anderson,14,1,0,0,0,0,64.0,13.0,17.0,2.9,7.5,0.39,0.0,0.2,0.231,2.9,7.3,0.394,0.393,1.1,1.5,0.745,0.6,1.4,2.0,3.2,1.0,0.1,1.5,1.1,7.0,12.8,0.43,0.027,0.204,0.036,0.09,0.062,0.265,0.03,0.005,0.156,0.229,-0.6,1.1,0.5,0.022,-1.7,-0.1,-1.8,0.1,0.0,0,0,0,0,0,0,0,0,starter
106,Kyle Anderson,10,0,0,1,0,0,78.0,11.0,16.0,1.8,3.8,0.468,0.2,0.5,0.324,1.6,3.3,0.488,0.488,0.8,1.1,0.747,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,4.5,12.9,0.528,0.125,0.281,0.024,0.194,0.112,0.137,0.025,0.018,0.151,0.144,0.7,2.8,3.5,0.133,-1.7,3.1,1.4,1.1,0.0,0,0,0,0,0,0,0,0,starter
108,Nick Anderson,11,0,1,0,0,0,81.0,9.0,22.0,4.6,9.3,0.494,0.0,0.2,0.059,4.6,9.1,0.504,0.495,2.3,3.3,0.705,1.3,2.6,3.9,1.5,0.9,0.4,1.7,1.7,11.5,14.9,0.536,0.023,0.351,0.061,0.127,0.093,0.105,0.018,0.01,0.137,0.221,1.2,0.7,1.8,0.049,0.0,-1.0,-1.0,0.5,0.0,0,0,0,0,0,0,0,0,starter
111,Ryan Anderson,10,0,0,0,1,0,66.0,30.0,19.9,2.4,6.2,0.393,1.0,2.9,0.365,1.4,3.3,0.417,0.478,1.5,1.8,0.845,1.6,3.1,4.7,0.8,0.7,0.3,1.0,2.4,7.4,13.6,0.532,0.464,0.285,0.093,0.19,0.141,0.064,0.018,0.012,0.121,0.186,1.3,1.2,2.5,0.09,-0.3,-0.9,-1.1,0.3,0.0,0,0,0,0,0,0,0,0,starter
112,Shandon Anderson,10,0,1,0,0,0,65.0,0.0,16.4,2.3,4.9,0.462,0.4,0.7,0.511,1.9,4.2,0.454,0.5,1.0,1.5,0.687,0.8,2.0,2.8,0.8,0.4,0.1,1.1,1.7,5.9,10.4,0.534,0.148,0.311,0.065,0.14,0.105,0.071,0.014,0.006,0.168,0.189,0.1,1.2,1.2,0.056,-2.3,-1.4,-3.6,-0.4,0.0,0,0,0,0,0,0,0,0,bench
113,Willie Anderson,8,0,0,1,0,0,81.0,79.0,33.8,7.9,15.9,0.498,0.0,0.3,0.19,7.9,15.6,0.503,0.5,2.8,3.6,0.775,1.9,3.3,5.1,4.6,1.9,0.8,3.2,3.6,18.6,16.6,0.534,0.016,0.225,0.058,0.111,0.084,0.211,0.025,0.014,0.156,0.238,2.1,2.8,4.9,0.085,0.8,0.4,1.3,2.3,0.0,0,0,0,0,0,0,0,0,bench
120,Giannis Antetokounmpo,12,0,0,1,0,0,77.0,23.0,24.6,2.2,5.4,0.414,0.5,1.5,0.347,1.7,3.9,0.44,0.463,1.8,2.6,0.683,1.0,3.4,4.4,1.9,0.8,0.8,1.6,2.2,6.8,10.8,0.518,0.282,0.483,0.046,0.163,0.102,0.121,0.017,0.026,0.194,0.15,0.1,1.1,1.2,0.031,-2.4,-0.1,-2.5,-0.2,0.0,0,0,0,0,0,0,0,0,all-star
123,Carmelo Anthony,18,0,0,1,0,0,82.0,82.0,36.5,7.6,17.9,0.426,0.8,2.6,0.322,6.8,15.3,0.444,0.449,5.0,6.4,0.777,2.2,3.8,6.1,2.8,1.2,0.5,3.0,2.7,21.0,17.6,0.509,0.146,0.358,0.068,0.121,0.094,0.138,0.017,0.01,0.127,0.285,3.7,2.4,6.1,0.098,1.6,-1.6,0.1,1.6,0.0,0,0,0,0,0,0,0,0,all-star
125,Greg Anthony,11,1,0,0,0,0,82.0,1.0,18.4,2.0,5.3,0.37,0.1,0.7,0.145,1.9,4.6,0.403,0.379,1.4,1.9,0.741,0.4,1.3,1.7,3.8,0.7,0.1,1.2,2.1,5.5,10.6,0.443,0.126,0.363,0.025,0.077,0.052,0.286,0.02,0.004,0.163,0.174,0.2,2.0,2.2,0.07,-2.7,0.8,-1.9,0.0,0.0,0,0,0,0,0,0,0,0,starter
128,OG Anunoby,8,0,0,1,0,0,74.0,62.0,20.0,2.2,4.7,0.471,1.0,2.7,0.371,1.2,2.0,0.604,0.577,0.5,0.8,0.629,0.6,1.9,2.5,0.7,0.7,0.2,0.6,1.8,5.9,10.0,0.587,0.569,0.179,0.034,0.104,0.07,0.05,0.017,0.008,0.108,0.124,1.4,1.6,3.0,0.098,-1.2,0.6,-0.6,0.5,0.0,0,0,0,0,0,0,0,0,starter
136,Gilbert Arenas,8,1,0,0,0,0,47.0,30.0,24.6,3.7,8.2,0.453,0.8,2.4,0.345,2.9,5.8,0.498,0.504,2.6,3.4,0.775,0.9,1.9,2.8,3.7,1.5,0.2,2.1,2.4,10.9,17.0,0.562,0.294,0.417,0.037,0.087,0.061,0.248,0.03,0.006,0.176,0.201,2.1,0.7,2.7,0.114,1.0,0.0,1.0,0.9,0.0,0,0,0,0,0,0,0,0,starter
137,Trevor Ariza,17,0,0,1,0,0,80.0,12.0,17.3,2.2,4.9,0.442,0.0,0.2,0.231,2.1,4.7,0.449,0.446,1.5,2.2,0.695,1.1,1.9,3.0,1.1,0.9,0.2,0.9,1.9,5.9,13.3,0.503,0.033,0.447,0.075,0.131,0.103,0.098,0.027,0.01,0.136,0.178,0.8,1.3,2.1,0.073,-1.2,0.6,-0.6,0.5,0.0,0,0,0,0,0,0,0,0,starter
140,B.J. Armstrong,10,1,0,0,0,0,81.0,0.0,15.9,2.3,4.8,0.485,0.0,0.1,0.5,2.3,4.8,0.484,0.489,0.9,1.0,0.885,0.2,1.0,1.3,2.5,0.6,0.1,1.0,1.3,5.6,11.9,0.53,0.015,0.199,0.017,0.076,0.047,0.207,0.018,0.003,0.163,0.169,1.0,0.8,1.7,0.064,-1.7,-1.1,-2.8,-0.3,0.0,0,0,0,0,0,0,0,0,bench
150,Carlos Arroyo,7,1,0,0,0,0,71.0,71.0,28.3,4.8,10.8,0.441,0.5,1.6,0.325,4.2,9.2,0.462,0.466,2.5,3.2,0.804,0.6,2.0,2.6,5.0,0.9,0.1,2.2,2.3,12.6,16.8,0.517,0.152,0.293,0.025,0.09,0.057,0.346,0.017,0.002,0.152,0.237,3.5,1.2,4.7,0.112,2.0,-1.1,0.9,1.5,0.0,0,0,0,0,0,0,0,0,bench
154,Ömer Aşık,6,0,0,0,0,1,82.0,0.0,12.1,1.0,1.7,0.553,0.0,0.0,0.0,1.0,1.7,0.553,0.553,0.9,1.8,0.503,1.4,2.4,3.7,0.4,0.2,0.7,0.8,1.9,2.8,11.8,0.559,0.0,1.028,0.137,0.223,0.181,0.047,0.011,0.043,0.238,0.125,0.5,2.2,2.7,0.13,-3.6,1.8,-1.8,0.1,0.0,0,0,0,0,0,0,0,0,bench
155,Vincent Askew,6,0,1,0,0,0,80.0,10.0,18.7,2.4,4.7,0.509,0.0,0.1,0.1,2.4,4.6,0.52,0.511,1.4,2.0,0.694,1.1,1.8,2.9,2.4,0.6,0.3,1.1,1.6,6.2,12.7,0.554,0.026,0.422,0.066,0.103,0.085,0.154,0.015,0.009,0.157,0.143,2.0,0.8,2.9,0.092,0.6,0.0,0.6,1.0,0.0,0,0,0,0,0,0,0,0,bench
156,Keith Askins,6,0,0,1,0,0,59.0,4.0,14.3,1.4,3.5,0.41,0.4,1.2,0.342,1.0,2.2,0.447,0.471,0.4,0.6,0.703,1.1,1.3,2.4,0.6,0.7,0.3,0.8,1.8,3.7,8.7,0.495,0.356,0.18,0.085,0.104,0.094,0.062,0.023,0.011,0.175,0.133,0.0,0.7,0.7,0.04,-2.5,0.2,-2.3,-0.1,0.0,0,0,0,0,0,0,0,0,bench
159,Chucky Atkins,9,1,0,0,0,0,82.0,0.0,19.8,3.8,9.0,0.424,0.7,2.0,0.35,3.1,7.0,0.445,0.462,1.2,1.6,0.729,0.2,1.3,1.5,3.7,0.6,0.0,1.7,1.7,9.5,14.4,0.489,0.22,0.179,0.013,0.071,0.042,0.309,0.016,0.001,0.151,0.243,1.1,1.3,2.4,0.072,0.6,-1.4,-0.8,0.5,0.0,0,0,0,0,0,0,0,0,bench
162,Stacey Augmon,14,0,1,0,0,0,82.0,82.0,30.5,5.4,11.0,0.489,0.0,0.1,0.167,5.4,10.9,0.492,0.49,2.6,3.9,0.666,2.3,2.8,5.1,2.5,1.5,0.3,2.2,2.0,13.3,14.4,0.526,0.007,0.356,0.079,0.099,0.089,0.114,0.024,0.006,0.148,0.201,1.5,2.2,3.7,0.071,-0.5,-0.1,-0.6,0.8,0.0,0,0,0,0,0,0,0,0,bench
163,D.J. Augustin,14,1,0,0,0,0,72.0,12.0,26.5,3.7,8.6,0.43,1.5,3.4,0.439,2.2,5.2,0.424,0.517,2.9,3.2,0.893,0.2,1.6,1.8,3.5,0.6,0.0,1.7,1.9,11.8,14.9,0.587,0.396,0.375,0.011,0.075,0.043,0.226,0.012,0.001,0.141,0.208,3.6,1.5,5.1,0.128,1.4,-0.5,0.9,1.4,0.0,0,0,0,0,0,0,0,0,bench
176,Deandre Ayton,7,0,0,0,0,1,71.0,70.0,30.7,7.2,12.3,0.585,0.0,0.1,0.0,7.2,12.2,0.588,0.585,2.0,2.7,0.746,3.1,7.1,10.3,1.8,0.9,0.9,1.8,2.9,16.3,20.5,0.608,0.005,0.217,0.111,0.261,0.185,0.096,0.013,0.026,0.117,0.212,4.1,1.7,5.8,0.128,1.3,-1.1,0.2,1.2,0.0,0,0,0,0,0,0,0,0,starter
180,Luke Babbitt,6,0,0,1,0,0,40.0,4.0,13.4,1.8,4.3,0.41,1.1,2.5,0.43,0.7,1.8,0.384,0.535,0.4,0.5,0.85,0.4,2.0,2.4,0.4,0.3,0.1,0.7,1.2,5.1,11.3,0.556,0.578,0.116,0.034,0.175,0.103,0.048,0.01,0.006,0.129,0.178,0.4,0.3,0.7,0.064,-0.6,-1.8,-2.3,0.0,0.0,0,0,0,0,0,0,0,0,bench
188,John Bagley,9,1,0,0,0,0,68.0,3.0,14.6,2.4,5.5,0.432,0.0,0.2,0.0,2.4,5.3,0.448,0.432,0.9,1.2,0.762,0.3,1.2,1.4,2.5,0.8,0.1,1.7,1.1,5.7,11.7,0.471,0.038,0.225,0.019,0.093,0.055,0.255,0.027,0.003,0.224,0.224,-1.1,0.8,-0.2,-0.011,-2.3,-0.4,-2.7,-0.2,0.0,0,0,0,0,0,0,0,0,bench
194,James Bailey,7,0,0,0,1,0,77.0,0.0,19.1,3.4,6.6,0.517,0.0,0.0,0.0,3.4,6.6,0.517,0.517,1.8,2.9,0.612,1.6,3.4,5.1,0.8,0.5,1.1,1.8,3.5,8.6,13.3,0.546,0.0,0.444,0.097,0.203,0.15,0.063,0.013,0.033,0.187,0.203,0.2,2.7,2.9,0.094,-3.0,1.0,-2.0,0.0,0.0,0,0,0,0,0,0,0,0,bench
195,Thurl Bailey,12,0,0,0,1,0,81.0,54.0,24.8,3.7,7.3,0.512,0.0,0.0,0.0,3.7,7.3,0.512,0.512,1.1,1.4,0.752,1.4,4.3,5.7,1.6,0.5,1.5,1.3,2.4,8.5,12.9,0.539,0.0,0.198,0.064,0.173,0.121,0.084,0.009,0.031,0.141,0.148,1.3,2.3,3.6,0.086,-1.2,0.7,-0.5,0.8,0.0,0,0,0,0,0,0,0,0,bench
203,Vin Baker,11,0,0,0,0,1,82.0,63.0,31.2,5.3,10.6,0.501,0.0,0.1,0.2,5.3,10.5,0.502,0.501,2.9,5.0,0.569,3.4,4.2,7.6,2.0,0.7,1.4,2.0,2.8,13.5,16.1,0.526,0.006,0.473,0.118,0.163,0.139,0.106,0.012,0.03,0.134,0.205,2.6,1.7,4.4,0.082,0.0,-1.1,-1.2,0.5,0.0,0,0,0,0,0,0,0,0,bench
209,Lonzo Ball,6,1,0,0,0,0,52.0,50.0,34.2,3.9,10.8,0.36,1.7,5.7,0.305,2.2,5.2,0.42,0.44,0.6,1.4,0.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2,12.5,0.444,0.523,0.126,0.042,0.173,0.108,0.292,0.024,0.02,0.186,0.174,-0.5,2.5,2.0,0.053,-0.7,1.6,1.0,1.3,2.0,0,0,0,0,0,0,0,0,bench
212,Mo Bamba,6,0,0,0,0,1,47.0,1.0,16.3,2.5,5.2,0.481,0.4,1.5,0.3,2.0,3.7,0.555,0.525,0.8,1.3,0.587,1.4,3.6,5.0,0.8,0.3,1.4,0.9,2.2,6.2,14.9,0.539,0.288,0.259,0.088,0.24,0.163,0.074,0.008,0.07,0.137,0.178,0.3,1.4,1.7,0.106,-2.8,1.4,-1.4,0.1,0.0,0,0,0,0,0,0,0,0,starter
215,Gene Banks,6,0,0,1,0,0,80.0,4.0,21.3,3.9,8.2,0.477,0.0,0.1,0.0,3.9,8.1,0.483,0.477,1.8,2.7,0.684,2.0,3.2,5.1,1.8,0.7,0.2,1.3,2.5,9.6,14.7,0.515,0.012,0.325,0.099,0.16,0.13,0.115,0.015,0.005,0.125,0.199,1.9,1.6,3.5,0.099,0.0,-0.7,-0.7,0.6,0.0,0,0,0,0,0,0,0,0,starter
223,Leandro Barbosa,13,1,0,0,0,0,70.0,46.0,21.4,3.0,6.7,0.447,1.2,3.0,0.395,1.8,3.7,0.488,0.535,0.7,0.9,0.77,0.3,1.4,1.8,2.4,1.3,0.1,1.7,2.6,7.9,12.7,0.553,0.447,0.13,0.017,0.076,0.047,0.18,0.032,0.003,0.195,0.186,0.9,1.0,1.9,0.061,-1.3,0.5,-0.8,0.5,0.0,0,0,0,0,0,0,0,0,starter
225,J.J. Barea,11,0,1,0,0,0,79.0,15.0,20.3,3.1,7.1,0.442,0.7,1.9,0.357,2.4,5.1,0.474,0.491,0.9,1.2,0.753,0.5,1.8,2.2,3.4,0.5,0.1,1.3,1.5,7.8,13.4,0.516,0.276,0.167,0.026,0.1,0.064,0.264,0.012,0.002,0.149,0.202,1.2,1.0,2.2,0.066,-0.4,-1.1,-1.5,0.2,0.0,0,0,0,0,0,0,0,0,starter
226,Andrea Bargnani,10,0,0,0,1,0,65.0,2.0,25.1,4.1,9.6,0.427,1.5,4.1,0.373,2.6,5.5,0.468,0.507,1.8,2.2,0.824,0.8,3.1,3.9,0.8,0.5,0.8,1.6,2.8,11.6,12.8,0.546,0.429,0.227,0.037,0.148,0.092,0.051,0.01,0.025,0.135,0.226,0.2,1.7,1.9,0.057,-1.1,-0.6,-1.8,0.1,0.0,0,0,0,0,0,0,0,0,bench
229,Charles Barkley,16,0,0,0,1,0,82.0,60.0,28.6,5.2,9.5,0.545,0.0,0.1,0.167,5.2,9.5,0.548,0.546,3.6,4.9,0.733,3.2,5.3,8.6,1.9,1.2,1.0,2.5,3.7,14.0,18.3,0.599,0.008,0.511,0.129,0.208,0.169,0.096,0.019,0.02,0.179,0.2,4.2,3.3,7.5,0.154,1.3,0.4,1.7,2.2,0.0,0,0,0,0,0,0,0,0,all-star
233,Harrison Barnes,13,0,0,1,0,0,81.0,81.0,25.4,3.4,7.8,0.439,0.6,1.8,0.359,2.8,6.0,0.464,0.481,1.8,2.3,0.758,0.7,3.5,4.1,1.2,0.6,0.2,1.2,1.7,9.2,11.0,0.526,0.231,0.303,0.029,0.145,0.089,0.073,0.013,0.005,0.124,0.177,0.9,1.9,2.8,0.065,-1.6,-0.1,-1.7,0.1,0.0,0,0,0,0,0,0,0,0,starter
237,Matt Barnes,14,0,0,1,0,0,38.0,9.0,19.1,1.7,3.6,0.457,0.1,0.3,0.154,1.6,3.3,0.488,0.464,1.1,1.6,0.705,1.4,2.6,4.0,1.3,0.7,0.1,1.2,2.0,4.5,10.6,0.519,0.094,0.442,0.083,0.155,0.119,0.106,0.02,0.003,0.211,0.128,0.4,0.3,0.7,0.045,-1.4,-0.7,-2.2,0.0,0.0,0,0,0,0,0,0,0,0,bench
251,RJ Barrett,6,0,1,0,0,0,56.0,55.0,30.4,5.2,13.0,0.402,1.1,3.5,0.32,4.1,9.5,0.432,0.445,2.8,4.5,0.614,0.9,4.1,5.0,2.6,1.0,0.3,2.2,2.2,14.3,10.7,0.479,0.271,0.349,0.03,0.148,0.087,0.128,0.016,0.009,0.129,0.24,-1.6,1.1,-0.5,-0.015,-2.9,-1.5,-4.3,-1.0,0.0,0,0,0,0,0,0,0,0,starter
